ID,rep,week,oxy,Genus,Length,fraction of reads,project
118_HOW13,4,13,High,Methylobacter,4326741,0.8203440671401212,1056250
130_HOW14,4,14,High,Methylobacter,4428101,0.7768286707449648,1056274
106_HOW12,4,12,High,Methylobacter,4325001,0.6230028906488514,1056226
82_HOW10,4,10,High,Methylobacter,5488758,0.5892176155905128,1056178
16_LOW5,4,5,Low,other,40011267,0.5480438620361187,137285980
76_LOW10,4,10,Low,Methylobacter,6062067,0.5314144276143636,1056166
40_LOW7,4,7,Low,Methylobacter,6012817,0.5220798703305742,1056094
4_LOW4,4,4,Low,other,33236737,0.4887983589744978,154179212
100_LOW12,4,12,Low,Methylobacter,3912062,0.4883466179810304,1056214
46_HOW7,4,7,High,Methylosarcina,4014659,0.4499230987525652,1056106
124_LOW14,4,14,Low,Methylobacter,4196401,0.44834512602633064,1056262
94_HOW11,4,11,High,Methylobacter,5268714,0.4346073737867364,1056202
112_LOW13,4,13,Low,Methylobacter,4377841,0.4265748426589234,1056238
52_LOW8,4,8,Low,Methylobacter,4269256,0.3979996474081555,1056118
88_LOW11,4,11,Low,Methylobacter,3430669,0.3874376314677254,1056190
28_LOW6,4,6,Low,Methylobacter,7695944,0.37181379656196617,1056070
70_HOW9,4,9,High,Methylophilus,3885996,0.3713715149296322,1056154
28_LOW6,4,6,Low,other,27467434,0.3673144782093818,159466570
58_HOW8,4,8,High,Methylophilus,4742705,0.36345453033621977,1056130
70_HOW9,4,9,High,other,41584590,0.362727778021675,178490026
34_HOW6,4,6,High,Methylosarcina,4046465,0.35688004924697764,1056082
10_HOW4,4,4,High,other,25528634,0.3442555077037051,145732692
64_LOW9,4,9,Low,Methylobacter,4943456,0.3285496101651362,1056142
22_HOW5,4,5,High,other,21716138,0.3266108837074889,166857164
64_LOW9,4,9,Low,other,26277081,0.32502926094808265,135186176
52_LOW8,4,8,Low,other,16786893,0.31130985099357805,141519812
88_LOW11,4,11,Low,other,29669495,0.30886342953884305,125686610
40_LOW7,4,7,Low,other,20135986,0.29413844547580764,142572690
112_LOW13,4,13,Low,other,25387059,0.29322517298287437,120411132
100_LOW12,4,12,Low,other,22039569,0.29094503839661257,121464610
58_HOW8,4,8,High,Methylobacter,4610399,0.2741422535234557,1056130
124_LOW14,4,14,Low,other,27453922,0.26914287352995087,124638916
10_HOW4,4,4,High,Methylotenera,10180417,0.26724322194004047,1056034
94_HOW11,4,11,High,other,24278887,0.2650550388797868,109845008
76_LOW10,4,10,Low,other,21259959,0.26369999029934627,119346758
34_HOW6,4,6,High,Methylobacter,6755833,0.24959060301460828,1056082
46_HOW7,4,7,High,Methylobacter,6362304,0.24772149077434802,1056106
64_LOW9,4,9,Low,Methylotenera,8634605,0.24622566535642754,1056142
82_HOW10,4,10,High,other,21406316,0.24168654154919844,134134606
34_HOW6,4,6,High,other,15044195,0.22681915318826484,153131890
22_HOW5,4,5,High,Methylosarcina,2775985,0.2266324993431118,1056058
46_HOW7,4,7,High,other,23202956,0.20499648083454614,141518204
58_HOW8,4,8,High,other,19630412,0.184864170111401,125679470
124_LOW14,4,14,Low,Methylotenera,4642083,0.17858199892188917,1056262
70_HOW9,4,9,High,Methylobacter,4315900,0.1650282831236516,1056154
16_LOW5,4,5,Low,Methylobacter,7601422,0.1630484170483068,1056046
112_LOW13,4,13,Low,Methylotenera,4868952,0.15196491120275443,1056238
106_HOW12,4,12,High,other,23482737,0.14953491372843739,106678826
22_HOW5,4,5,High,Methylobacter,1350745,0.13773320510144665,1056058
4_LOW4,4,4,Low,Methylobacter,8211298,0.1358689179695029,1056022
52_LOW8,4,8,Low,Methylotenera,8531013,0.13509416823018175,1056118
16_LOW5,4,5,Low,Methylotenera,9538567,0.12636552821149757,1056046
106_HOW12,4,12,High,Methylophilus,5385211,0.1154445849784346,1056226
10_HOW4,4,4,High,Methylobacter,4933896,0.10855663947564087,1056034
118_HOW13,4,13,High,other,16190493,0.10821961034837976,101400000
4_LOW4,4,4,Low,Methylotenera,3910112,0.1035009636446902,1056022
100_LOW12,4,12,Low,Methylotenera,7457979,0.09558550279928915,1056214
76_LOW10,4,10,Low,Methylotenera,7904937,0.09248672777305328,1056166
4_LOW4,4,4,Low,Flavobacterium,7735299,0.09142909461995877,1056022
94_HOW11,4,11,High,Pseudomonas,12776137,0.09100861254471383,1056202
130_HOW14,4,14,High,other,17030405,0.08994233935392856,106683674
22_HOW5,4,5,High,Methylotenera,7931952,0.08481160916267998,1056058
22_HOW5,4,5,High,Methylomonas,739351,0.08369196231204284,1056058
130_HOW14,4,14,High,Methylophilus,5449081,0.08210961628977217,1056274
28_LOW6,4,6,Low,Methylotenera,3901750,0.07887329284068638,1056070
58_HOW8,4,8,High,Methylosarcina,4143669,0.07427964130827376,1056130
40_LOW7,4,7,Low,Methylotenera,4542847,0.07363023283547218,1056094
88_LOW11,4,11,Low,Methylophilus,5341441,0.06899878381477566,1056190
10_HOW4,4,4,High,Acidovorax,6545147,0.0645354975602376,1056034
34_HOW6,4,6,High,Methylotenera,6210886,0.05288700811117871,1056082
16_LOW5,4,5,Low,Flavobacterium,6278193,0.0504657339485222,1056046
82_HOW10,4,10,High,Methylophilus,5690423,0.045236355381997814,1056178
88_LOW11,4,11,Low,Methylosarcina,2566288,0.04173166837783511,1056190
34_HOW6,4,6,High,Methylomonas,1099276,0.040931242835515275,1056082
88_LOW11,4,11,Low,Methylotenera,5584935,0.0403587706371257,1056190
94_HOW11,4,11,High,Acidovorax,11618224,0.0392562512617837,1056202
94_HOW11,4,11,High,Dechloromonas,3533092,0.03876277779514629,1056202
118_HOW13,4,13,High,Acidovorax,4842599,0.032375070239709626,1056250
106_HOW12,4,12,High,Acidovorax,7004756,0.032059581425070156,1056226
4_LOW4,4,4,Low,Bacteriovorax,2146234,0.030684595689013976,1056022
10_HOW4,4,4,High,Bacteriovorax,2397824,0.030649962608077192,1056034
88_LOW11,4,11,Low,Curvibacter,6298566,0.030500419902070693,1056190
46_HOW7,4,7,High,Methylotenera,3761029,0.029406435831016292,1056106
10_HOW4,4,4,High,Methylosarcina,1442696,0.02922341633496702,1056034
94_HOW11,4,11,High,Methylophilus,3083901,0.02854506377173828,1056202
94_HOW11,4,11,High,Methylotenera,4505244,0.02845418708257869,1056202
28_LOW6,4,6,Low,Flavobacterium,3708485,0.026703538936132087,1056070
10_HOW4,4,4,High,Rheinheimera,3305365,0.025367391120589354,1056034
130_HOW14,4,14,High,Acidovorax,5965680,0.023158618420593073,1056274
106_HOW12,4,12,High,Pseudomonas,7331025,0.0228395824710822,1056226
112_LOW13,4,13,Low,Acidovorax,3731160,0.022252783275720025,1056238
118_HOW13,4,13,High,Methylophilus,5426623,0.02159914969202125,1056250
58_HOW8,4,8,High,Methylotenera,4239075,0.020778957558371502,1056130
82_HOW10,4,10,High,Methylomonas,161314,0.0207415248026083,1056178
106_HOW12,4,12,High,Dechloromonas,3477740,0.020413956551410498,1056226
16_LOW5,4,5,Low,Acidovorax,1988457,0.01932160903319709,1056046
52_LOW8,4,8,Low,Bacteriovorax,1962062,0.01864753665413892,1056118
88_LOW11,4,11,Low,Methylomonas,164082,0.018547825684676306,1056190
100_LOW12,4,12,Low,Curvibacter,5987370,0.01835351331365937,1056214
22_HOW5,4,5,High,Methylovulum,140677,0.018090172443432233,1056058
124_LOW14,4,14,Low,Methylomonas,122575,0.01723774277711714,1056262
10_HOW4,4,4,High,Fluviicola,2105014,0.01719856160891333,1056034
28_LOW6,4,6,Low,Methylomonas,1127172,0.01640510676516073,1056070
130_HOW14,4,14,High,Methylotenera,4875455,0.015372378787732519,1056274
88_LOW11,4,11,Low,Acidovorax,2713367,0.01531606124034384,1056190
100_LOW12,4,12,Low,Methylomonas,94430,0.014735555222708448,1056214
76_LOW10,4,10,Low,Acidovorax,5015117,0.014600438807908366,1056166
112_LOW13,4,13,Low,Flavobacterium,4984817,0.014212618162685745,1056238
4_LOW4,4,4,Low,Rheinheimera,2140822,0.013807088282827226,1056022
100_LOW12,4,12,Low,Acidovorax,2959648,0.013642233440069304,1056214
94_HOW11,4,11,High,Herbaspirillum,1644247,0.013572324821811031,1056202
4_LOW4,4,4,Low,Methylomonas,1180856,0.013442712509880125,1056022
52_LOW8,4,8,Low,Methylomonas,328737,0.01318882840333967,1056118
22_HOW5,4,5,High,Methylomicrobium,237440,0.01305797806874477,1056058
58_HOW8,4,8,High,Methylomonas,277368,0.013014043743458076,1056130
10_HOW4,4,4,High,Methylomonas,856421,0.01290826245737886,1056034
34_HOW6,4,6,High,Methylomicrobium,360972,0.01260451564560047,1056082
22_HOW5,4,5,High,Pseudomonas,295650,0.012378181991904318,1056058
58_HOW8,4,8,High,Flavobacterium,5283687,0.0120807824111509,1056130
106_HOW12,4,12,High,Methylotenera,4606692,0.011838793256805548,1056226
112_LOW13,4,13,Low,Methylomonas,103788,0.011408481866611128,1056238
40_LOW7,4,7,Low,Methylomonas,389112,0.010970111294722931,1056094
10_HOW4,4,4,High,Methylovulum,229164,0.010576664748165803,1056034
28_LOW6,4,6,Low,Sorangium,504693,0.010293635456309753,1056070
76_LOW10,4,10,Low,Methylomonas,263252,0.010040654061456301,1056166
16_LOW5,4,5,Low,Methylomonas,1120688,0.009806428973653428,1056046
22_HOW5,4,5,High,Methyloglobulus,121783,0.009674856982418108,1056058
10_HOW4,4,4,High,Flavobacterium,2001136,0.009624557098192967,1056034
4_LOW4,4,4,Low,Methylosarcina,692579,0.009514481529763351,1056022
52_LOW8,4,8,Low,Methylomicrobium,218347,0.009391712105872686,1056118
46_HOW7,4,7,High,Methylomonas,331192,0.009248956706337404,1056106
4_LOW4,4,4,Low,Bdellovibrio,1498055,0.009009558402577963,1056022
34_HOW6,4,6,High,Methylovulum,268832,0.008862177127801364,1056082
76_LOW10,4,10,Low,Herbaspirillum,1778979,0.008809175863300189,1056166
94_HOW11,4,11,High,Methylomicrobium,119135,0.008536669200633423,1056202
46_HOW7,4,7,High,Flavobacterium,3892703,0.008407814697510105,1056106
70_HOW9,4,9,High,Methylomonas,263519,0.008324912353870855,1056154
88_LOW11,4,11,Low,Methylomicrobium,217552,0.008235538419299245,1056190
112_LOW13,4,13,Low,Methylomicrobium,66613,0.00820530528302205,1056238
94_HOW11,4,11,High,Methylomonas,241351,0.008122767189097475,1056202
76_LOW10,4,10,Low,Methylomicrobium,144885,0.008117782580654933,1056166
82_HOW10,4,10,High,Methylomicrobium,81712,0.008078266071247777,1056178
88_LOW11,4,11,Low,Flavobacterium,3746367,0.008034411703123169,1056190
100_LOW12,4,12,Low,Methylomicrobium,58955,0.00787849101515219,1056214
70_HOW9,4,9,High,Polaromonas,1069948,0.00786419200930711,1056154
4_LOW4,4,4,Low,Methylovulum,592475,0.007778586563233724,1056022
40_LOW7,4,7,Low,Methylomicrobium,164110,0.0074778955976159125,1056094
22_HOW5,4,5,High,Flavobacterium,2001955,0.007453772104630641,1056058
70_HOW9,4,9,High,Flavobacterium,3547289,0.007440366530154031,1056154
10_HOW4,4,4,High,Methylomicrobium,455263,0.0074369277137948464,1056034
124_LOW14,4,14,Low,Acidovorax,2507168,0.007344798216955432,1056262
4_LOW4,4,4,Low,Methylomicrobium,539644,0.007122135819760181,1056022
28_LOW6,4,6,Low,Methylomicrobium,341166,0.006876661504868722,1056070
46_HOW7,4,7,High,Methylomicrobium,123274,0.006732480830723733,1056106
34_HOW6,4,6,High,Methyloglobulus,295623,0.006650560850032098,1056082
82_HOW10,4,10,High,Polaromonas,1929559,0.0066368772027660655,1056178
112_LOW13,4,13,Low,Curvibacter,4037692,0.006446523707354174,1056238
4_LOW4,4,4,Low,Acidovorax,550375,0.006357064945547191,1056022
76_LOW10,4,10,Low,Methyloglobulus,97003,0.006325481079427615,1056166
94_HOW11,4,11,High,Methyloglobulus,94296,0.006309755499528941,1056202
64_LOW9,4,9,Low,Methylomonas,243551,0.006296713758225732,1056142
82_HOW10,4,10,High,Methylosarcina,91287,0.0062796179319946415,1056178
52_LOW8,4,8,Low,Methylovulum,133964,0.006247017718375172,1056118
52_LOW8,4,8,Low,Methylosarcina,151138,0.006195987726478782,1056118
124_LOW14,4,14,Low,Methylomicrobium,56744,0.0061877063597090545,1056262
82_HOW10,4,10,High,Methylovulum,64959,0.005989177355714901,1056178
52_LOW8,4,8,Low,Methyloglobulus,117432,0.005880109767590714,1056118
52_LOW8,4,8,Low,Pseudomonas,373435,0.005854825676583225,1056118
88_LOW11,4,11,Low,Emticicia,2352330,0.005811484082930243,1056190
40_LOW7,4,7,Low,Methylosarcina,343821,0.005701950152230154,1056094
28_LOW6,4,6,Low,Methylosarcina,381492,0.005689017796154017,1056070
82_HOW10,4,10,High,Methylotenera,2184912,0.005652802027319867,1056178
28_LOW6,4,6,Low,Pseudomonas,444767,0.005632028257674487,1056070
100_LOW12,4,12,Low,Flavobacterium,3326589,0.005593882450096548,1056214
16_LOW5,4,5,Low,Methylosarcina,513597,0.005560664228768093,1056046
40_LOW7,4,7,Low,Methylovulum,146686,0.0053758295995775035,1056094
10_HOW4,4,4,High,Pseudomonas,372901,0.0052247472612906645,1056034
64_LOW9,4,9,Low,Methylomicrobium,149518,0.005127665903717481,1056142
28_LOW6,4,6,Low,Acidovorax,806989,0.005122320221133114,1056070
16_LOW5,4,5,Low,Methylomicrobium,415139,0.00501655487021299,1056046
28_LOW6,4,6,Low,Methyloglobulus,207412,0.0049948646601247855,1056070
94_HOW11,4,11,High,Methylovulum,96962,0.004954170972620158,1056202
124_LOW14,4,14,Low,Flavobacterium,2924622,0.004938839508288118,1056262
76_LOW10,4,10,Low,Methylosarcina,118795,0.004892690441499805,1056166
4_LOW4,4,4,Low,Methyloglobulus,354895,0.004823375727843563,1056022
76_LOW10,4,10,Low,Desulfobacter,2262,0.004755571497433011,1056166
52_LOW8,4,8,Low,Hylemonella,669740,0.004751792774822771,1056118
28_LOW6,4,6,Low,Methylovulum,249714,0.004702493480750841,1056070
40_LOW7,4,7,Low,Pseudomonas,234832,0.004623123894171447,1056094
64_LOW9,4,9,Low,Hylemonella,672540,0.004622375897636923,1056142
22_HOW5,4,5,High,Myxococcus,940542,0.0045661072315657195,1056058
22_HOW5,4,5,High,Acidovorax,781625,0.004552793253102255,1056058
10_HOW4,4,4,High,Methyloglobulus,220704,0.004542916720731062,1056034
58_HOW8,4,8,High,Methylomicrobium,119240,0.004367601616999423,1056130
100_LOW12,4,12,Low,Methylosarcina,42702,0.004356015064480131,1056214
58_HOW8,4,8,High,Acidovorax,1368892,0.004328565627588866,1056130
82_HOW10,4,10,High,Methylocaldum,32830,0.004193406339164451,1056178
70_HOW9,4,9,High,Acidovorax,720111,0.004133449855125182,1056154
40_LOW7,4,7,Low,Methyloglobulus,110686,0.00404944376975889,1056094
124_LOW14,4,14,Low,Methylosarcina,46054,0.003969622876740076,1056262
82_HOW10,4,10,High,Chitinimonas,68772,0.003899791006798988,1056178
70_HOW9,4,9,High,Methylotenera,1441655,0.0038926287880688376,1056154
76_LOW10,4,10,Low,Methylovulum,97777,0.0038750768650598144,1056166
112_LOW13,4,13,Low,Methylosarcina,53039,0.0038704242774657226,1056238
76_LOW10,4,10,Low,Pseudomonas,236912,0.0038671635329644172,1056166
64_LOW9,4,9,Low,Pseudomonas,277505,0.003842646595661953,1056142
34_HOW6,4,6,High,Acidovorax,1377712,0.003788095268793926,1056082
64_LOW9,4,9,Low,Methyloglobulus,99315,0.003785753065796722,1056142
124_LOW14,4,14,Low,Methyloglobulus,35734,0.0037850915320176057,1056262
4_LOW4,4,4,Low,Pseudomonas,404342,0.0037495060993666418,1056022
64_LOW9,4,9,Low,Methylovulum,95198,0.0037126751635614516,1056142
46_HOW7,4,7,High,Methyloglobulus,63813,0.003668637135794176,1056106
34_HOW6,4,6,High,Flavobacterium,1804910,0.0036545431266373557,1056082
88_LOW11,4,11,Low,Methyloglobulus,52339,0.003645722034746935,1056190
52_LOW8,4,8,Low,Acidovorax,495312,0.0036264775462840296,1056118
16_LOW5,4,5,Low,Methylovulum,366423,0.00353123575378718,1056046
112_LOW13,4,13,Low,Methyloglobulus,37490,0.003464939259138943,1056238
88_LOW11,4,11,Low,Acinetobacter,30543,0.0034160741333979566,1056190
64_LOW9,4,9,Low,Acidovorax,470213,0.0034011011727811823,1056142
70_HOW9,4,9,High,Burkholderia,878500,0.003336853942978275,1056154
88_LOW11,4,11,Low,Comamonas,585027,0.003318252012329776,1056190
40_LOW7,4,7,Low,Burkholderia,213428,0.0032745423968887125,1056094
82_HOW10,4,10,High,Acinetobacter,40310,0.003205015479664224,1056178
58_HOW8,4,8,High,Methylovulum,117633,0.0032030771462175957,1056130
16_LOW5,4,5,Low,Methyloglobulus,278441,0.0031968155442843094,1056046
64_LOW9,4,9,Low,Methylophilus,154999,0.003172633437667925,1056142
100_LOW12,4,12,Low,Methyloglobulus,30333,0.003140817265589052,1056214
28_LOW6,4,6,Low,Burkholderia,211598,0.003124260149591257,1056070
40_LOW7,4,7,Low,Streptomyces,80961,0.0031163495914975016,1056094
10_HOW4,4,4,High,Flectobacillus,843626,0.0031054947551703957,1056034
94_HOW11,4,11,High,Methylosarcina,98838,0.00309563397513292,1056202
28_LOW6,4,6,Low,Desulfobacter,5942,0.003072295740757216,1056070
112_LOW13,4,13,Low,Methylovulum,32606,0.003043851208319188,1056238
88_LOW11,4,11,Low,Methylovulum,40828,0.003000330118858189,1056190
88_LOW11,4,11,Low,Methylocaldum,30602,0.0029306595779714684,1056190
16_LOW5,4,5,Low,Brevundimonas,473416,0.002924446205419344,1056046
106_HOW12,4,12,High,Herbaspirillum,1661614,0.00291308924817251,1056226
70_HOW9,4,9,High,Streptomyces,1490929,0.0029100886339119966,1056154
124_LOW14,4,14,Low,Methylovulum,28545,0.002863343471713911,1056262
16_LOW5,4,5,Low,Pseudomonas,316727,0.0028431381680317437,1056046
64_LOW9,4,9,Low,Methylosarcina,99634,0.0028253148207943173,1056142
64_LOW9,4,9,Low,Janthinobacterium,797013,0.002789272322816867,1056142
82_HOW10,4,10,High,Methyloglobulus,42905,0.002776175380272532,1056178
40_LOW7,4,7,Low,Janthinobacterium,820829,0.0027499263795021066,1056094
94_HOW11,4,11,High,Pelosinus,15039,0.0027368232387956323,1056202
58_HOW8,4,8,High,Methylocaldum,46614,0.002708129147352415,1056130
106_HOW12,4,12,High,Methylomonas,46316,0.0026608519496632947,1056226
28_LOW6,4,6,Low,Myxococcus,152378,0.002650984302979685,1056070
112_LOW13,4,13,Low,Comamonas,552996,0.0026348773131616814,1056238
100_LOW12,4,12,Low,Methylovulum,24502,0.002570839085066275,1056214
106_HOW12,4,12,High,Methylomicrobium,31155,0.002551617889267138,1056226
64_LOW9,4,9,Low,Burkholderia,217109,0.0025456131216139415,1056142
100_LOW12,4,12,Low,Acinetobacter,32899,0.002538022159521024,1056214
4_LOW4,4,4,Low,Burkholderia,229574,0.0024840731298966688,1056022
10_HOW4,4,4,High,Bdellovibrio,260391,0.0024766428352607176,1056034
52_LOW8,4,8,Low,Streptomyces,28268,0.0024750700594453226,1056118
22_HOW5,4,5,High,Methylocaldum,39892,0.002440178141031841,1056058
82_HOW10,4,10,High,Acidovorax,555222,0.0024023478511787447,1056178
40_LOW7,4,7,Low,Acidovorax,456654,0.0023947957000761758,1056094
118_HOW13,4,13,High,Methylomonas,21117,0.0023626331597695637,1056250
16_LOW5,4,5,Low,Arenimonas,229175,0.0023487450242879442,1056046
40_LOW7,4,7,Low,Methyloferula,12539,0.0023255802633788524,1056094
52_LOW8,4,8,Low,Vibrio,85062,0.0023038540459105984,1056118
118_HOW13,4,13,High,Methylovulum,2498,0.002302237843926933,1056250
70_HOW9,4,9,High,Methylomicrobium,67865,0.002300269915583764,1056154
22_HOW5,4,5,High,Variovorax,197897,0.002274830276143661,1056058
118_HOW13,4,13,High,Methylotenera,3474803,0.002261611373072028,1056250
130_HOW14,4,14,High,Methylomicrobium,9277,0.0022484520369867624,1056274
64_LOW9,4,9,Low,Massilia,666999,0.0022448618092897107,1056142
124_LOW14,4,14,Low,Acinetobacter,34077,0.0022351663531717672,1056262
58_HOW8,4,8,High,Chitinimonas,108498,0.002235090909563357,1056130
52_LOW8,4,8,Low,Cupriavidus,144700,0.002225808175951412,1056118
34_HOW6,4,6,High,Pseudomonas,225931,0.0022221709149581096,1056082
82_HOW10,4,10,High,Pseudomonas,203900,0.0022163269867809606,1056178
70_HOW9,4,9,High,Acinetobacter,47388,0.002208498225126687,1056154
28_LOW6,4,6,Low,Streptomyces,130315,0.002196895315014528,1056070
40_LOW7,4,7,Low,Massilia,678119,0.002177901195207488,1056094
52_LOW8,4,8,Low,Methylophilus,188063,0.0021679664883041453,1056118
10_HOW4,4,4,High,Methylocaldum,84951,0.0021678162417160334,1056034
40_LOW7,4,7,Low,Vibrio,60252,0.0021632014329834434,1056094
88_LOW11,4,11,Low,Chitinimonas,104354,0.0021527642726509493,1056190
82_HOW10,4,10,High,Burkholderia,118566,0.0021520877816089256,1056178
52_LOW8,4,8,Low,Limnohabitans,132652,0.0021439523744705494,1056118
40_LOW7,4,7,Low,Hylemonella,477326,0.002134970101559781,1056094
64_LOW9,4,9,Low,Cupriavidus,132542,0.002131074749559249,1056142
82_HOW10,4,10,High,Azospirillum,31697,0.0021204394318793825,1056178
58_HOW8,4,8,High,Acinetobacter,48657,0.0021132584645497704,1056130
70_HOW9,4,9,High,Mycobacterium,1034547,0.002108984982564849,1056154
94_HOW11,4,11,High,Flavobacterium,1486095,0.0020739451879640824,1056202
124_LOW14,4,14,Low,Methylocaldum,26144,0.0020726610070511907,1056262
82_HOW10,4,10,High,Nitrosomonas,30769,0.0020681551675926454,1056178
46_HOW7,4,7,High,Acidovorax,883492,0.0020679305139554034,1056106
58_HOW8,4,8,High,Burkholderia,161678,0.0020674310397652126,1056130
70_HOW9,4,9,High,Methylovulum,62400,0.002052050276579198,1056154
46_HOW7,4,7,High,Myxococcus,738788,0.002034613228230835,1056106
124_LOW14,4,14,Low,Chitinimonas,142073,0.0020119622980327694,1056262
16_LOW5,4,5,Low,Polaromonas,194350,0.0019760622089556147,1056046
10_HOW4,4,4,High,Polaromonas,193754,0.0019463182281451077,1056034
28_LOW6,4,6,Low,Haliangium,100168,0.0019266803890775153,1056070
118_HOW13,4,13,High,Herbaspirillum,1691452,0.0019114295541371848,1056250
52_LOW8,4,8,Low,Thiobacillus,103067,0.0019109692892965286,1056118
112_LOW13,4,13,Low,Chitinimonas,117509,0.001891019698876979,1056238
4_LOW4,4,4,Low,Methylocaldum,155317,0.0018853954575162681,1056022
22_HOW5,4,5,High,Vibrio,67236,0.001877858344751375,1056058
52_LOW8,4,8,Low,Burkholderia,186546,0.0018612092745740295,1056118
22_HOW5,4,5,High,Rickettsia,483740,0.0018601390057669106,1056058
100_LOW12,4,12,Low,Comamonas,477067,0.0018565312023921812,1056214
100_LOW12,4,12,Low,Pseudomonas,232178,0.0018545341197520918,1056214
46_HOW7,4,7,High,Methylovulum,50860,0.0018505211071086448,1056106
100_LOW12,4,12,Low,Chitinimonas,90709,0.0018498382767875576,1056214
22_HOW5,4,5,High,Stigmatella,368766,0.001839286965967513,1056058
40_LOW7,4,7,Low,Methylophilus,360084,0.0018207261779888096,1056094
28_LOW6,4,6,Low,Vibrio,96332,0.0018190969316672593,1056070
82_HOW10,4,10,High,Massilia,954473,0.0018025173732326095,1056178
112_LOW13,4,13,Low,Azospirillum,24218,0.0018020533396934267,1056238
100_LOW12,4,12,Low,Azospirillum,23434,0.0017906274752692351,1056214
124_LOW14,4,14,Low,Pseudomonas,222362,0.0017862139856295262,1056262
70_HOW9,4,9,High,Lactobacillus,904541,0.0017717864915207467,1056154
52_LOW8,4,8,Low,Pelosinus,21211,0.001742062325168881,1056118
34_HOW6,4,6,High,Methylocaldum,90018,0.0017390563854505527,1056082
106_HOW12,4,12,High,Methylovulum,11191,0.0017309870571392222,1056226
76_LOW10,4,10,Low,Burkholderia,160482,0.0017231280637727247,1056166
70_HOW9,4,9,High,Methylosarcina,72159,0.0017186245672570367,1056154
22_HOW5,4,5,High,Methylobacillus,70722,0.0017129999643655282,1056058
100_LOW12,4,12,Low,Phaeospirillum,14411,0.0017103663432202418,1056214
4_LOW4,4,4,Low,Sorangium,252271,0.0017009270550785147,1056022
52_LOW8,4,8,Low,Bdellovibrio,196703,0.0016947268123238123,1056118
16_LOW5,4,5,Low,Burkholderia,143519,0.0016882116183899146,1056046
82_HOW10,4,10,High,Janthinobacterium,533695,0.0016677390562809349,1056178
94_HOW11,4,11,High,Nitrobacter,10911,0.0016636086733233914,1056202
52_LOW8,4,8,Low,Nitrosomonas,55694,0.0016521248507632505,1056118
112_LOW13,4,13,Low,Pseudomonas,220156,0.0016336665759881736,1056238
124_LOW14,4,14,Low,Azospirillum,33945,0.00162919696589325,1056262
94_HOW11,4,11,High,Gallionella,38615,0.0016244751708144774,1056202
22_HOW5,4,5,High,Methylophilus,191355,0.0016203894965240726,1056058
70_HOW9,4,9,High,Chitinimonas,88072,0.0016188663388690984,1056154
112_LOW13,4,13,Low,Phaeospirillum,15262,0.0016185965663443364,1056238
52_LOW8,4,8,Low,Polaromonas,218874,0.001618528181890287,1056118
22_HOW5,4,5,High,Burkholderia,170116,0.0016182357647138062,1056058
124_LOW14,4,14,Low,Phaeospirillum,19811,0.0016182203131246493,1056262
82_HOW10,4,10,High,Myxococcus,16919,0.0016162484810156282,1056178
112_LOW13,4,13,Low,Methylophilus,55629,0.001614720036532417,1056238
58_HOW8,4,8,High,Polaromonas,659592,0.0015991172787580674,1056130
88_LOW11,4,11,Low,Azospirillum,31098,0.0015956463488848124,1056190
10_HOW4,4,4,High,Comamonas,199327,0.0015920506225795528,1056034
100_LOW12,4,12,Low,Nitrobacter,12648,0.0015895698310980852,1056214
40_LOW7,4,7,Low,Limnohabitans,114137,0.0015851405847292835,1056094
88_LOW11,4,11,Low,Pseudomonas,209575,0.0015712524194496742,1056190
28_LOW6,4,6,Low,Polaromonas,236237,0.0015619016598117427,1056070
4_LOW4,4,4,Low,Polaromonas,129574,0.0015372366869812776,1056022
4_LOW4,4,4,Low,Arenimonas,154445,0.0015347027803543855,1056022
22_HOW5,4,5,High,Polaromonas,264028,0.001529541172891017,1056058
124_LOW14,4,14,Low,Methylophilus,46654,0.0015258274279002016,1056262
70_HOW9,4,9,High,Massilia,151298,0.0015257717249510811,1056154
124_LOW14,4,14,Low,Xanthomonas,58017,0.0015184490818338904,1056262
28_LOW6,4,6,Low,Cystobacter,77940,0.0015146197581473626,1056070
70_HOW9,4,9,High,Pseudomonas,366135,0.0015115625470372787,1056154
88_LOW11,4,11,Low,Nitrobacter,10183,0.0015050931259816477,1056190
22_HOW5,4,5,High,Cystobacter,304256,0.0015044795663715531,1056058
22_HOW5,4,5,High,Comamonas,113515,0.001497137298836554,1056058
22_HOW5,4,5,High,Corallococcus,308426,0.0014947877732253544,1056058
28_LOW6,4,6,Low,Methylocaldum,75187,0.0014924635047104309,1056070
118_HOW13,4,13,High,Methylomicrobium,5856,0.0014795464719539332,1056250
88_LOW11,4,11,Low,Tolumonas,11642,0.001463697366940201,1056190
112_LOW13,4,13,Low,Acinetobacter,30519,0.0014617909354521928,1056238
130_HOW14,4,14,High,Methylovulum,2324,0.0014430466320056064,1056274
22_HOW5,4,5,High,Nitrosomonas,33664,0.001433895901135095,1056058
28_LOW6,4,6,Low,Cupriavidus,82037,0.0014314767040128971,1056070
82_HOW10,4,10,High,Azovibrio,36208,0.0014202072927222834,1056178
28_LOW6,4,6,Low,Geothrix,315316,0.001419028087391116,1056070
82_HOW10,4,10,High,Vibrio,23103,0.0014170325366365613,1056178
28_LOW6,4,6,Low,Limnohabitans,82741,0.001414688202697284,1056070
64_LOW9,4,9,Low,Limnohabitans,122528,0.0014136006713635105,1056142
