ID,rep,week,oxy,Genus,Length,fraction of reads,project
109_LOW13,1,13,Low,Methylocaldum,57348,0.004970653670391829,1056229
85_LOW11,1,11,Low,Acidovorax,3075914,0.004840170170283272,1056181
115_HOW13,1,13,High,Bosea,2984423,0.00478395264484052,1056241
121_LOW14,1,14,Low,Methyloglobulus,63640,0.004764026035794145,1056253
127_HOW14,1,14,High,Methylovulum,52151,0.0047151197274757466,1056265
121_LOW14,1,14,Low,Acidovorax,4872267,0.004675198872260532,1056253
91_HOW11,1,11,High,Methylomicrobium,151534,0.004669352338641394,1056193
61_LOW9,1,9,Low,Methylomicrobium,196822,0.004642608615404569,1056133
43_HOW7,1,7,High,Acidovorax,1608839,0.004492881222895125,1056097
109_LOW13,1,13,Low,Acidovorax,5115039,0.004488783876395033,1056229
1_LOW4,1,4,Low,Sorangium,527266,0.0044769458854817925,1056013
109_LOW13,1,13,Low,Methyloglobulus,68759,0.004416769233159805,1056229
121_LOW14,1,14,Low,Methylovulum,69961,0.004408462375448592,1056253
85_LOW11,1,11,Low,Methyloglobulus,61426,0.004377962787568687,1056181
127_HOW14,1,14,High,Methylosarcina,71763,0.0043687760607159145,1056265
31_HOW6,1,6,High,Methyloglobulus,403537,0.004276411543410027,1056073
13_LOW5,1,5,Low,Methylovulum,328161,0.004229429124971581,1056037
67_HOW9,1,9,High,Acidovorax,1087501,0.0041659624492078546,1056145
13_LOW5,1,5,Low,Brevundimonas,570888,0.004139140385935407,1056037
25_LOW6,1,6,Low,Pseudomonas,330921,0.004117642712873579,1056061
19_HOW5,1,5,High,Haemophilus,350677,0.004098704081236932,1056049
85_LOW11,1,11,Low,Methylotenera,842123,0.00407394029036983,1056181
73_LOW10,1,10,Low,Flavobacterium,1927022,0.003965426103853101,1056157
19_HOW5,1,5,High,Janthinobacterium,530407,0.003961439550930477,1056049
1_LOW4,1,4,Low,Ramlibacter,266677,0.003958796090818788,1056013
37_LOW7,1,7,Low,Pseudomonas,268296,0.003937568320151457,1056085
109_LOW13,1,13,Low,Methylovulum,79501,0.0039037253150779596,1056229
91_HOW11,1,11,High,Hylemonella,215419,0.003884558294008185,1056193
25_LOW6,1,6,Low,Methylovulum,255263,0.003857563477100186,1056061
79_HOW10,1,10,High,Comamonas,950034,0.003800742652089407,1056169
127_HOW14,1,14,High,Methylomicrobium,71291,0.0037912701348385017,1056265
91_HOW11,1,11,High,Methylosarcina,121702,0.0037885918486197413,1056193
7_HOW4,1,4,High,Methyloglobulus,312089,0.0037777794829366505,1056025
91_HOW11,1,11,High,Comamonas,651800,0.0037259493108119258,1056193
31_HOW6,1,6,High,Flavobacterium,1293500,0.0036387310737251524,1056073
73_LOW10,1,10,Low,Methylovulum,134215,0.003610884652584177,1056157
49_LOW8,1,8,Low,Methylovulum,145011,0.0035999894571681953,1056109
37_LOW7,1,7,Low,Methylovulum,137395,0.003571395815521506,1056085
97_LOW12,1,12,Low,Methyloglobulus,59832,0.003568930584585495,1056205
25_LOW6,1,6,Low,Methyloglobulus,216933,0.0035619509267334716,1056061
127_HOW14,1,14,High,Pseudomonas,206689,0.0035594929189262485,1056265
37_LOW7,1,7,Low,Bacteriovorax,1324173,0.003494091874847155,1056085
67_HOW9,1,9,High,Pedobacter,195988,0.0034885863678837904,1056145
61_LOW9,1,9,Low,Methylosarcina,164473,0.0034719641436349712,1056133
19_HOW5,1,5,High,Methyloglobulus,219534,0.003428126167976914,1056049
79_HOW10,1,10,High,Polaromonas,472251,0.003281462744330568,1056169
73_LOW10,1,10,Low,Pseudomonas,227457,0.0032660162670294615,1056157
49_LOW8,1,8,Low,Pseudomonas,273699,0.003262308756131897,1056109
49_LOW8,1,8,Low,Methyloglobulus,120597,0.003255486923787729,1056109
37_LOW7,1,7,Low,Burkholderia,192210,0.0032484611082178867,1056085
13_LOW5,1,5,Low,Methyloglobulus,216905,0.0032434015015903096,1056037
97_LOW12,1,12,Low,Methylosarcina,69511,0.0032356937319207944,1056205
85_LOW11,1,11,Low,Methylovulum,57730,0.0032214736331538747,1056181
1_LOW4,1,4,Low,Burkholderia,270314,0.003196209866777815,1056013
73_LOW10,1,10,Low,Methyloglobulus,131554,0.003178309872413443,1056157
67_HOW9,1,9,High,Methylovulum,44465,0.0031714119862383374,1056145
7_HOW4,1,4,High,Pseudomonas,333449,0.003147221762080085,1056025
121_LOW14,1,14,Low,Methylocaldum,43384,0.0031443115849491706,1056253
91_HOW11,1,11,High,Pseudomonas,494349,0.0031331682625026737,1056193
31_HOW6,1,6,High,Streptomyces,990427,0.003055569228221643,1056073
13_LOW5,1,5,Low,Burkholderia,198642,0.003038270459373875,1056037
73_LOW10,1,10,Low,Desulfobacter,4872,0.003029262085463423,1056157
25_LOW6,1,6,Low,Burkholderia,199760,0.0030137352092578003,1056061
19_HOW5,1,5,High,Nocardia,261288,0.0029373975469275094,1056049
127_HOW14,1,14,High,Curvibacter,1599444,0.0029058553418683185,1056265
67_HOW9,1,9,High,Methyloglobulus,47136,0.0028864804405997367,1056145
31_HOW6,1,6,High,Lactobacillus,925150,0.0028712327141734405,1056073
43_HOW7,1,7,High,Methyloglobulus,472176,0.0028497949970773197,1056097
7_HOW4,1,4,High,Rhodobacter,493765,0.002788235667600542,1056025
7_HOW4,1,4,High,Polaromonas,208393,0.0027418954676425794,1056025
115_HOW13,1,13,High,Caulobacter,1683045,0.0027214842045164825,1056241
79_HOW10,1,10,High,Curvibacter,688999,0.002695203530037793,1056169
127_HOW14,1,14,High,Bradyrhizobium,84475,0.0026451136609269674,1056265
31_HOW6,1,6,High,Pseudomonas,393394,0.00264207520864579,1056073
31_HOW6,1,6,High,Burkholderia,786246,0.0026410158033926393,1056073
25_LOW6,1,6,Low,Dechloromonas,509684,0.002602903247709772,1056061
1_LOW4,1,4,Low,Methylocaldum,184187,0.002598544607136435,1056013
115_HOW13,1,13,High,Methylomicrobium,61840,0.002566973024476331,1056241
79_HOW10,1,10,High,Variovorax,496236,0.002562386609694931,1056169
85_LOW11,1,11,Low,Methylocaldum,38771,0.0025567787251657204,1056181
91_HOW11,1,11,High,Polaromonas,270694,0.0025440720693585867,1056193
37_LOW7,1,7,Low,Hylemonella,536101,0.0024983893727814135,1056085
61_LOW9,1,9,Low,Gallionella,76260,0.0024840808813442646,1056133
13_LOW5,1,5,Low,Desulfobacter,9469,0.0024827072200376975,1056037
13_LOW5,1,5,Low,Polaromonas,193667,0.0024797545762482187,1056037
61_LOW9,1,9,Low,Hylemonella,565556,0.002452965956905518,1056133
55_HOW8,1,8,High,Methylomicrobium,336090,0.0024223188232592114,1056121
7_HOW4,1,4,High,Burkholderia,267168,0.0024126995017074407,1056025
103_HOW12,1,12,High,Methylomonas,166815,0.0023669757737118575,1056217
61_LOW9,1,9,Low,Methylovulum,109562,0.0023485220722664385,1056133
115_HOW13,1,13,High,Methylosarcina,46672,0.0023311337080812703,1056241
115_HOW13,1,13,High,Methylovulum,51279,0.002326181164297202,1056241
13_LOW5,1,5,Low,Arenimonas,271026,0.0022948258336440083,1056037
31_HOW6,1,6,High,Mycobacterium,757070,0.002276743381732398,1056073
19_HOW5,1,5,High,Flavobacterium,585280,0.002275273184417697,1056049
19_HOW5,1,5,High,Massilia,517571,0.0022745334987270536,1056049
121_LOW14,1,14,Low,Nitrosomonas,42620,0.0022405412387827726,1056253
1_LOW4,1,4,Low,Methylovorus,237842,0.0022397722150444646,1056013
97_LOW12,1,12,Low,Methylovulum,54198,0.002239632744490653,1056205
1_LOW4,1,4,Low,Polaromonas,184581,0.002229897745537346,1056013
127_HOW14,1,14,High,Methyloglobulus,30231,0.0022269430405493285,1056265
91_HOW11,1,11,High,Methylovulum,104712,0.002212755526681956,1056193
61_LOW9,1,9,Low,Pseudomonas,235201,0.0022009911880538644,1056133
115_HOW13,1,13,High,Polaromonas,1143253,0.0021670039512704073,1056241
61_LOW9,1,9,Low,Methylovorus,21740,0.0021445603130697648,1056133
115_HOW13,1,13,High,Pseudomonas,189362,0.002116905491834872,1056241
85_LOW11,1,11,Low,Pseudomonas,228629,0.002109364774307171,1056181
103_HOW12,1,12,High,Hylemonella,566715,0.002085392673205221,1056217
67_HOW9,1,9,High,Burkholderia,259988,0.002064536995087143,1056145
127_HOW14,1,14,High,Comamonas,381892,0.0020553085991560946,1056265
55_HOW8,1,8,High,Janthinobacterium,200994,0.002041663122112635,1056121
115_HOW13,1,13,High,Bradyrhizobium,140561,0.0020317708548855964,1056241
91_HOW11,1,11,High,Curvibacter,203293,0.002018339363945935,1056193
85_LOW11,1,11,Low,Nitrosomonas,36990,0.0019776605200928004,1056181
103_HOW12,1,12,High,Methyloglobulus,82630,0.0019526141591601838,1056217
19_HOW5,1,5,High,Paenibacillus,184219,0.0019519248682223526,1056049
67_HOW9,1,9,High,Pseudomonas,237665,0.0019337405848706658,1056145
61_LOW9,1,9,Low,Desulfobacter,2970,0.001901377536895192,1056133
7_HOW4,1,4,High,Fluviicola,266425,0.001898142735940451,1056025
79_HOW10,1,10,High,Azohydromonas,281903,0.0018772282630981412,1056169
37_LOW7,1,7,Low,Methyloglobulus,124625,0.0018599189395348307,1056085
31_HOW6,1,6,High,Streptococcus,581557,0.001853551729454628,1056073
103_HOW12,1,12,High,Methylomicrobium,83568,0.0018516373825667634,1056217
37_LOW7,1,7,Low,Cupriavidus,114782,0.0018317103230973306,1056085
37_LOW7,1,7,Low,Methyloferula,15109,0.0018091280154028295,1056085
49_LOW8,1,8,Low,Desulfobacter,2936,0.00180514986325327,1056109
91_HOW11,1,11,High,Limnohabitans,101625,0.0018012533313894387,1056193
19_HOW5,1,5,High,Myxococcus,270074,0.0017861296041339553,1056049
97_LOW12,1,12,Low,Burkholderia,191229,0.001782698744838915,1056205
127_HOW14,1,14,High,Polaromonas,842257,0.0017665863840571222,1056265
1_LOW4,1,4,Low,Variovorax,146972,0.0017644117882456394,1056013
19_HOW5,1,5,High,Alicycliphilus,177002,0.0017553798132800844,1056049
49_LOW8,1,8,Low,Hylemonella,501279,0.0017455363510638958,1056109
73_LOW10,1,10,Low,Methylocaldum,45468,0.0017451036297943163,1056157
55_HOW8,1,8,High,Methylotenera,745244,0.001743108532909693,1056121
79_HOW10,1,10,High,Burkholderia,289132,0.0017365622052708338,1056169
67_HOW9,1,9,High,Cupriavidus,110294,0.001734753065226317,1056145
103_HOW12,1,12,High,Polaromonas,571204,0.0017320052560509378,1056217
19_HOW5,1,5,High,Acinetobacter,74973,0.0017163878104447636,1056049
79_HOW10,1,10,High,Pseudomonas,281083,0.001704214244728876,1056169
37_LOW7,1,7,Low,Vibrio,73201,0.001699376458553103,1056085
61_LOW9,1,9,Low,Methylophilus,52709,0.0016942980497988442,1056133
1_LOW4,1,4,Low,Methylobacillus,159179,0.0016840301417315523,1056013
37_LOW7,1,7,Low,Sorangium,613385,0.0016754839145759857,1056085
13_LOW5,1,5,Low,Dechloromonas,177039,0.0016705747756262674,1056037
37_LOW7,1,7,Low,Limnohabitans,128292,0.0016613796063572356,1056085
103_HOW12,1,12,High,Pseudomonas,208991,0.001655881412072265,1056217
121_LOW14,1,14,Low,Methylophilus,47061,0.0016509668787166093,1056253
7_HOW4,1,4,High,Novosphingobium,223121,0.001648236657595723,1056025
25_LOW6,1,6,Low,Methylocaldum,74899,0.0016390181124914377,1056061
13_LOW5,1,5,Low,Myxococcus,160188,0.0016356092570666478,1056037
19_HOW5,1,5,High,Frankia,152833,0.0016207570175830685,1056049
109_LOW13,1,13,Low,Sideroxydans,34811,0.0016148437935931761,1056229
37_LOW7,1,7,Low,Methylocaldum,51982,0.0016045770098697017,1056085
49_LOW8,1,8,Low,Burkholderia,137347,0.0015968514142898783,1056109
13_LOW5,1,5,Low,Variovorax,127075,0.0015931844278809762,1056037
25_LOW6,1,6,Low,Vibrio,79040,0.0015902037818001178,1056061
67_HOW9,1,9,High,Acinetobacter,35139,0.0015886924650649148,1056145
67_HOW9,1,9,High,Azovibrio,8952,0.0015684508218770795,1056145
91_HOW11,1,11,High,Janthinobacterium,259356,0.0015641409120657377,1056193
67_HOW9,1,9,High,Methylocaldum,27452,0.0015580534751030001,1056145
55_HOW8,1,8,High,Variovorax,216718,0.0015566169211959813,1056121
61_LOW9,1,9,Low,Methyloglobulus,102447,0.0015549356126834158,1056133
109_LOW13,1,13,Low,Pseudomonas,174791,0.0015541146665964886,1056229
31_HOW6,1,6,High,Janthinobacterium,373639,0.001553821535524792,1056073
25_LOW6,1,6,Low,Streptomyces,48182,0.001547898028534307,1056061
7_HOW4,1,4,High,Bdellovibrio,118709,0.0015466794011943434,1056025
67_HOW9,1,9,High,Chitinimonas,58161,0.0015415725743653636,1056145
25_LOW6,1,6,Low,Methyloferula,11922,0.00153910265363497,1056061
19_HOW5,1,5,High,Enterobacter,130120,0.0015366441876185281,1056049
73_LOW10,1,10,Low,Hylemonella,437720,0.0015195560487508356,1056157
37_LOW7,1,7,Low,Thauera,81937,0.0015163287425993808,1056085
67_HOW9,1,9,High,Phaeospirillum,22629,0.0015159110376463593,1056145
61_LOW9,1,9,Low,Burkholderia,160727,0.00150717202126041,1056133
61_LOW9,1,9,Low,Polaromonas,463399,0.001493641082175825,1056133
7_HOW4,1,4,High,Variovorax,93468,0.0014932678070869513,1056025
73_LOW10,1,10,Low,Rhodobacter,640929,0.0014894161915559563,1056157
91_HOW11,1,11,High,Methyloglobulus,69035,0.0014833945206203694,1056193
19_HOW5,1,5,High,Tsukamurella,139309,0.001475672952832674,1056049
1_LOW4,1,4,Low,Arenimonas,143603,0.0014631538501249553,1056013
121_LOW14,1,14,Low,Pseudomonas,178532,0.0014543287559340653,1056253
73_LOW10,1,10,Low,Limnohabitans,114077,0.001448187698054546,1056157
25_LOW6,1,6,Low,Ralstonia,85760,0.0014480705234268328,1056061
91_HOW11,1,11,High,Chryseobacterium,130084,0.001444863752480268,1056193
19_HOW5,1,5,High,Acidovorax,167285,0.0014423870967537414,1056049
67_HOW9,1,9,High,Ralstonia,48654,0.0014409174087865102,1056145
25_LOW6,1,6,Low,Cupriavidus,81613,0.0014404185472644097,1056061
43_HOW7,1,7,High,Methylovorus,622799,0.0014345013325968664,1056097
13_LOW5,1,5,Low,Lysobacter,166181,0.0014331200540302733,1056037
7_HOW4,1,4,High,Methylophilus,105754,0.0014321829980514548,1056025
73_LOW10,1,10,Low,Burkholderia,135238,0.0014320266004588572,1056157
7_HOW4,1,4,High,Pedobacter,192083,0.0014312802668834425,1056025
13_LOW5,1,5,Low,Haliangium,142872,0.001428924191803119,1056037
115_HOW13,1,13,High,Methyloglobulus,29423,0.0014261688893560378,1056241
67_HOW9,1,9,High,Runella,546273,0.0014202886303464485,1056145
19_HOW5,1,5,High,Actinoplanes,130297,0.0014186114852687895,1056049
19_HOW5,1,5,High,Geodermatophilus,121899,0.001413962032356177,1056049
91_HOW11,1,11,High,Variovorax,175595,0.0014125812170115344,1056193
91_HOW11,1,11,High,Burkholderia,165279,0.0014016868626101752,1056193
67_HOW9,1,9,High,Azohydromonas,141385,0.001400544732482904,1056145
1_LOW4,1,4,Low,Streptomyces,163737,0.0013962846355679778,1056013
85_LOW11,1,11,Low,Azospirillum,40587,0.0013904661107520177,1056181
19_HOW5,1,5,High,Cupriavidus,118217,0.0013902920902556027,1056049
121_LOW14,1,14,Low,Sideroxydans,39283,0.0013886504895637575,1056253
43_HOW7,1,7,High,Pseudomonas,248344,0.0013881433660348208,1056097
1_LOW4,1,4,Low,Thiobacillus,75112,0.0013850242756037199,1056013
91_HOW11,1,11,High,Massilia,201978,0.00138374322006676,1056193
19_HOW5,1,5,High,Methylocaldum,133982,0.0013589082830954662,1056049
103_HOW12,1,12,High,Methylovorus,22148,0.001357145405932276,1056217
7_HOW4,1,4,High,Curvibacter,76768,0.0013548490279917376,1056025
31_HOW6,1,6,High,Methylocaldum,168555,0.001350252741496317,1056073
43_HOW7,1,7,High,Bacteriovorax,666112,0.0013494684667193406,1056097
7_HOW4,1,4,High,Streptomyces,287472,0.0013474767234529707,1056025
19_HOW5,1,5,High,Corynebacterium,119704,0.001342001181595056,1056049
73_LOW10,1,10,Low,Vibrio,65879,0.0013367115139091017,1056157
97_LOW12,1,12,Low,Pseudomonas,202286,0.0013325979836899138,1056205
19_HOW5,1,5,High,Weissella,114743,0.001320761635335166,1056049
19_HOW5,1,5,High,Amycolatopsis,128971,0.0013206559659507883,1056049
55_HOW8,1,8,High,Caldimonas,65886,0.0013201141955902743,1056121
7_HOW4,1,4,High,Methylocaldum,111210,0.0013106152007591367,1056025
31_HOW6,1,6,High,Haemophilus,411154,0.0013082025022174166,1056073
61_LOW9,1,9,Low,Limnohabitans,138311,0.0013037090985276842,1056133
55_HOW8,1,8,High,Azohydromonas,95295,0.001302473097184923,1056121
49_LOW8,1,8,Low,Methylovorus,34632,0.0012976210410116156,1056109
37_LOW7,1,7,Low,Streptomyces,117245,0.00128996615659682,1056085
67_HOW9,1,9,High,Cytophaga,90610,0.0012836298863105435,1056145
127_HOW14,1,14,High,Rhodopseudomonas,15895,0.0012823694039316032,1056265
49_LOW8,1,8,Low,Vibrio,58966,0.001282116876593053,1056109
55_HOW8,1,8,High,Chitinimonas,91837,0.0012812477756115007,1056121
1_LOW4,1,4,Low,Thioalkalivibrio,109230,0.0012701686039682893,1056013
49_LOW8,1,8,Low,Limnohabitans,109300,0.0012688608160151818,1056109
25_LOW6,1,6,Low,Sorangium,129728,0.0012606410843219629,1056061
121_LOW14,1,14,Low,Janthinobacterium,95650,0.0012565572722132935,1056253
67_HOW9,1,9,High,Variovorax,218777,0.0012546500474295988,1056145
49_LOW8,1,8,Low,Gallionella,50330,0.0012538217765291758,1056109
97_LOW12,1,12,Low,Thiocystis,11922,0.001245085940592368,1056205
13_LOW5,1,5,Low,Comamonas,108348,0.0012396441846670451,1056037
19_HOW5,1,5,High,Arthrobacter,114742,0.001238656523673799,1056049
91_HOW11,1,11,High,Cupriavidus,100367,0.0012318631028242813,1056193
121_LOW14,1,14,Low,Burkholderia,140576,0.001231765001689558,1056253
19_HOW5,1,5,High,Azospirillum,100205,0.0012237571404765627,1056049
55_HOW8,1,8,High,Polaromonas,235192,0.0012219400828773204,1056121
67_HOW9,1,9,High,Nitrobacter,12108,0.0012211351955940027,1056145
103_HOW12,1,12,High,Methylovulum,62205,0.0012182945128856508,1056217
109_LOW13,1,13,Low,Methylophilus,426991,0.0012153075195636357,1056229
19_HOW5,1,5,High,Chitinimonas,48504,0.0012082237409730607,1056049
85_LOW11,1,11,Low,Sideroxydans,19844,0.001190424743501888,1056181
49_LOW8,1,8,Low,Methylocaldum,43628,0.0011900996607688826,1056109
25_LOW6,1,6,Low,Azoarcus,112852,0.0011890467326413601,1056061
109_LOW13,1,13,Low,Thiocystis,17744,0.0011874199698007318,1056229
79_HOW10,1,10,High,Klebsiella,49349,0.0011870750108294312,1056169
13_LOW5,1,5,Low,Thauera,112436,0.0011787264812209524,1056037
19_HOW5,1,5,High,Achromobacter,103142,0.0011777909582723226,1056049
37_LOW7,1,7,Low,Polaromonas,333489,0.001176746327234286,1056085
85_LOW11,1,11,Low,Janthinobacterium,200652,0.0011707001676938395,1056181
1_LOW4,1,4,Low,Thauera,111798,0.0011582579495542803,1056013
37_LOW7,1,7,Low,Ralstonia,95369,0.0011560908376024557,1056085
127_HOW14,1,14,High,Streptomyces,31753,0.0011505841628331797,1056265
91_HOW11,1,11,High,Ralstonia,99726,0.001149754917078743,1056193
61_LOW9,1,9,Low,Methylocaldum,43276,0.0011479474126599707,1056133
91_HOW11,1,11,High,Vibrio,49700,0.001147031328478403,1056193
25_LOW6,1,6,Low,Acinetobacter,69364,0.0011446300893997086,1056061
37_LOW7,1,7,Low,Dechloromonas,151131,0.0011425260384412535,1056085
19_HOW5,1,5,High,Nitrosomonas,64149,0.0011300283965336637,1056049
19_HOW5,1,5,High,Xanthomonas,83868,0.001128549025152378,1056049
19_HOW5,1,5,High,Actinomyces,98429,0.0011242165803928977,1056049
1_LOW4,1,4,Low,Acinetobacter,61359,0.0011208389072115156,1056013
19_HOW5,1,5,High,Vibrio,66997,0.0011194614580959075,1056049
73_LOW10,1,10,Low,Thauera,107959,0.0011158235193986844,1056157
1_LOW4,1,4,Low,Myxococcus,122639,0.001112523564468679,1056013
85_LOW11,1,11,Low,Burkholderia,236231,0.0011110216775029526,1056181
19_HOW5,1,5,High,Legionella,102791,0.001109422866580039,1056049
19_HOW5,1,5,High,Bradyrhizobium,95315,0.0011083661727362632,1056049
73_LOW10,1,10,Low,Cupriavidus,74801,0.0011042040441200324,1056157
109_LOW13,1,13,Low,Burkholderia,179893,0.0011032256687834381,1056229
1_LOW4,1,4,Low,Nitrosomonas,99521,0.0010981449509758574,1056013
13_LOW5,1,5,Low,Azoarcus,91499,0.0010913903859742582,1056037
13_LOW5,1,5,Low,Streptomyces,120630,0.0010834648684340778,1056037
97_LOW12,1,12,Low,Propionivibrio,45343,0.0010781374999005104,1056205
67_HOW9,1,9,High,Solitalea,72184,0.0010756276457929237,1056145
109_LOW13,1,13,Low,Tolumonas,17885,0.0010752414550698828,1056229
13_LOW5,1,5,Low,Thiobacillus,67970,0.0010741407301515125,1056037
109_LOW13,1,13,Low,Propionivibrio,40903,0.001073815661797776,1056229
115_HOW13,1,13,High,Comamonas,559175,0.00106565644596699,1056241
49_LOW8,1,8,Low,Bdellovibrio,254011,0.0010646709706227094,1056109
79_HOW10,1,10,High,Janthinobacterium,226737,0.0010638673375887393,1056169
25_LOW6,1,6,Low,Thioalkalivibrio,60143,0.0010637126403258087,1056061
73_LOW10,1,10,Low,Nitrosomonas,42922,0.0010625626758625278,1056157
73_LOW10,1,10,Low,Acinetobacter,47067,0.001062326747430474,1056157
7_HOW4,1,4,High,Thiobacillus,41938,0.0010622136743610958,1056025
1_LOW4,1,4,Low,Methylophilus,74310,0.0010621117990902323,1056013
37_LOW7,1,7,Low,Nitrosomonas,43075,0.0010609830980290269,1056085
1_LOW4,1,4,Low,Haliangium,120404,0.0010598597270973806,1056013
103_HOW12,1,12,High,Methylosarcina,71052,0.0010507093728108917,1056217
97_LOW12,1,12,Low,Massilia,52248,0.0010422629977611439,1056205
1_LOW4,1,4,Low,Sideroxydans,73976,0.0010319686816474495,1056013
49_LOW8,1,8,Low,Polaromonas,317715,0.0010279261009507154,1056109
31_HOW6,1,6,High,Acinetobacter,55459,0.0010272971247089488,1056073
13_LOW5,1,5,Low,Janthinobacterium,94421,0.0010230133719021134,1056037
55_HOW8,1,8,High,Pseudomonas,224452,0.0010192074599332853,1056121
7_HOW4,1,4,High,Methylobacillus,39736,0.0010187321231018385,1056025
85_LOW11,1,11,Low,Tolumonas,11926,0.0010154273750631584,1056181
61_LOW9,1,9,Low,Thauera,124580,0.0010140721766479686,1056133
73_LOW10,1,10,Low,Gallionella,49371,0.0010113662061068424,1056157
61_LOW9,1,9,Low,Comamonas,372082,0.0010105179668423402,1056133
1_LOW4,1,4,Low,Thiothrix,72958,0.0010082353075689368,1056013
7_HOW4,1,4,High,Janthinobacterium,116718,0.0010060938867496668,1056025
31_HOW6,1,6,High,Methylobacillus,105703,0.0010042346872749781,1056073
19_HOW5,1,5,High,Nocardiopsis,87623,0.0010036478128180979,1056049
13_LOW5,1,5,Low,Curvibacter,80404,0.0010023448653757605,1056037
49_LOW8,1,8,Low,Thauera,73913,0.0010008713340403231,1056109
1_LOW4,1,4,Low,Brevundimonas,116969,0.0009999199648261002,1056013
85_LOW11,1,11,Low,Comamonas,658308,0.0009953921760140383,1056181
67_HOW9,1,9,High,Myxococcus,51046,0.0009934443622488709,1056145
1_LOW4,1,4,Low,Desulfobacter,13716,0.0009924708036189757,1056013
61_LOW9,1,9,Low,Nitrosomonas,40142,0.0009895044807985375,1056133
13_LOW5,1,5,Low,Methylocaldum,80881,0.0009883586579519125,1056037
37_LOW7,1,7,Low,Azoarcus,130087,0.0009862225571974014,1056085
37_LOW7,1,7,Low,Acinetobacter,50798,0.0009856059754173468,1056085
49_LOW8,1,8,Low,Streptomyces,21337,0.0009848245238671107,1056109
73_LOW10,1,10,Low,Chitinimonas,32666,0.0009761538876228051,1056157
61_LOW9,1,9,Low,Methylobacillus,25052,0.0009736664230681934,1056133
61_LOW9,1,9,Low,Variovorax,173742,0.0009736040685102,1056133
85_LOW11,1,11,Low,Propionivibrio,33591,0.0009714741864515228,1056181
7_HOW4,1,4,High,Solitalea,125869,0.0009702855504185137,1056025
121_LOW14,1,14,Low,Thiocystis,15112,0.0009688252640206806,1056253
61_LOW9,1,9,Low,Herbaspirillum,61002,0.0009669321308048976,1056133
1_LOW4,1,4,Low,Vibrio,87329,0.0009644065218619022,1056013
49_LOW8,1,8,Low,Cupriavidus,53404,0.0009586224859997395,1056109
37_LOW7,1,7,Low,Chitinimonas,36082,0.0009536207955770122,1056085
19_HOW5,1,5,High,Escherichia,89969,0.0009533491858543776,1056049
25_LOW6,1,6,Low,Polaromonas,193946,0.0009514836566102696,1056061
91_HOW11,1,11,High,Alicycliphilus,165226,0.0009506125270656617,1056193
91_HOW11,1,11,High,Ramlibacter,71832,0.0009495711549537671,1056193
13_LOW5,1,5,Low,Sideroxydans,42945,0.0009432919895861808,1056037
61_LOW9,1,9,Low,Dechloromonas,173297,0.0009398078980777337,1056133
25_LOW6,1,6,Low,Limnohabitans,74581,0.0009338049530626024,1056061
67_HOW9,1,9,High,Spirosoma,190467,0.0009331065679375911,1056145
13_LOW5,1,5,Low,Thioalkalivibrio,62930,0.0009324138282565213,1056037
49_LOW8,1,8,Low,Methylophilus,71714,0.0009318002815556258,1056109
7_HOW4,1,4,High,Comamonas,68552,0.0009313176549993177,1056025
13_LOW5,1,5,Low,Magnetospirillum,28503,0.0009305490006000083,1056037
115_HOW13,1,13,High,Rhodopseudomonas,38068,0.0009304233495821793,1056241
109_LOW13,1,13,Low,Rhizobium,21587,0.0009233098906336813,1056229
103_HOW12,1,12,High,Curvibacter,385698,0.000915489386796144,1056217
61_LOW9,1,9,Low,Vibrio,72591,0.0009130577926985307,1056133
61_LOW9,1,9,Low,Nitrococcus,351,0.0009076329461530979,1056133
13_LOW5,1,5,Low,Nitrosomonas,86227,0.0009036644018852786,1056037
25_LOW6,1,6,Low,Chitinimonas,50215,0.0009021416034249893,1056061
127_HOW14,1,14,High,Thioalkalivibrio,39764,0.0009017726437084846,1056265
79_HOW10,1,10,High,Stenotrophomonas,54458,0.0008971801997372395,1056169
19_HOW5,1,5,High,Variovorax,65931,0.0008958650407529832,1056049
19_HOW5,1,5,High,Sorangium,84695,0.0008957593713686056,1056049
49_LOW8,1,8,Low,Chitinimonas,46643,0.0008895514335150422,1056109
67_HOW9,1,9,High,Vibrio,57416,0.0008860972873101046,1056145
13_LOW5,1,5,Low,Cupriavidus,65295,0.0008859485391484046,1056037
121_LOW14,1,14,Low,Propionivibrio,41002,0.0008841915359585109,1056253
127_HOW14,1,14,High,Burkholderia,165505,0.000879695694779724,1056265
55_HOW8,1,8,High,Methylovorus,201266,0.0008732623728083805,1056121
49_LOW8,1,8,Low,Acinetobacter,57309,0.0008704037904581171,1056109
67_HOW9,1,9,High,Polaromonas,227276,0.0008653578987979782,1056145
109_LOW13,1,13,Low,Ktedonobacter,6104,0.000864369046724043,1056229
127_HOW14,1,14,High,Oceanimonas,5091,0.0008605090427859265,1056265
61_LOW9,1,9,Low,Sideroxydans,50948,0.0008567516268304181,1056133
79_HOW10,1,10,High,Lysobacter,80117,0.0008566501079993748,1056169
91_HOW11,1,11,High,Streptomyces,19695,0.0008560879815244566,1056193
19_HOW5,1,5,High,Deinococcus,83096,0.0008530689400800699,1056049
1_LOW4,1,4,Low,Curvibacter,72649,0.0008519761585264659,1056013
79_HOW10,1,10,High,Cupriavidus,160249,0.0008491815347565992,1056169
